game_id,attendance,team,tie,stage,round,year,date,time,home,lat,long,goals,team_num
98,45000,Soviet Union,FALSE,GROUP STAGE,second,1982,4-07-1982 (21:00 h),21:00,Spain,41.380896,2.12282,0,2
99,44000,Italy,FALSE,GROUP STAGE,second,1982,5-07-1982 (17:15 h),17:15,Spain,41.3996039,2.1191034,3,1
99,44000,Brazil,FALSE,GROUP STAGE,second,1982,5-07-1982 (17:15 h),17:15,Spain,41.3996039,2.1191034,2,2
100,65000,Spain,FALSE,GROUP STAGE,second,1982,5-07-1982 (21:00 h),21:00,Spain,40.453054,-3.688344,0,1
100,65000,England,FALSE,GROUP STAGE,second,1982,5-07-1982 (21:00 h),21:00,Spain,40.453054,-3.688344,0,2
101,55000,Poland,FALSE,1/2 FINAL,FALSE,1982,8-07-1982 (17:15 h),17:15,Spain,41.380896,2.12282,0,1
101,55000,Italy,FALSE,1/2 FINAL,FALSE,1982,8-07-1982 (17:15 h),17:15,Spain,41.380896,2.12282,2,2
102,71000,FRG,FALSE,1/2 FINAL,FALSE,1982,8-07-1982 (21:00 h),21:00,Spain,37.384066,-5.97069,3,1
102,71000,France,FALSE,1/2 FINAL,FALSE,1982,8-07-1982 (21:00 h),21:00,Spain,37.384066,-5.97069,3,2
103,28000,Poland,FALSE,PLACES 3-4,FALSE,1982,10-07-1982 (20:00 h),20:00,Spain,38.357446,-0.492724,3,1
103,28000,France,FALSE,PLACES 3-4,FALSE,1982,10-07-1982 (20:00 h),20:00,Spain,38.357446,-0.492724,2,2
104,90089,Italy,FALSE,FINAL ROUND,FALSE,1982,11-07-1982 (20:00 h),20:00,Spain,40.453054,-3.688344,3,1
104,90089,FRG,FALSE,FINAL ROUND,FALSE,1982,11-07-1982 (20:00 h),20:00,Spain,40.453054,-3.688344,1,2
105,87148,England,FALSE,GROUP STAGE,FALSE,1966,11-07-1966 (19:30 h),19:30,England,51.550501,-0.3048409,0,1
105,87148,Uruguay,FALSE,GROUP STAGE,FALSE,1966,11-07-1966 (19:30 h),19:30,England,51.550501,-0.3048409,0,2
106,36127,FRG,FALSE,GROUP STAGE,FALSE,1966,12-07-1966 (19:30 h),19:30,England,53.408005,-1.508366,5,1
106,36127,Switzerland,FALSE,GROUP STAGE,FALSE,1966,12-07-1966 (19:30 h),19:30,England,53.408005,-1.508366,0,2
107,47308,Brazil,FALSE,GROUP STAGE,FALSE,1966,12-07-1966 (19:30 h),19:30,England,53.438895,-2.967092,2,1
107,47308,Bulgaria,FALSE,GROUP STAGE,FALSE,1966,12-07-1966 (19:30 h),19:30,England,53.438895,-2.967092,0,2
108,23006,Soviet Union,FALSE,GROUP STAGE,FALSE,1966,12-07-1966 (19:30 h),19:30,England,54.562676,-1.2453317,3,1
108,23006,North Korea,FALSE,GROUP STAGE,FALSE,1966,12-07-1966 (19:30 h),19:30,England,54.562676,-1.2453317,0,2
109,69237,France,FALSE,GROUP STAGE,FALSE,1966,13-07-1966 (19:30 h),19:30,England,51.550501,-0.3048409,1,1
109,69237,Mexico,FALSE,GROUP STAGE,FALSE,1966,13-07-1966 (19:30 h),19:30,England,51.550501,-0.3048409,1,2
110,42738,Argentina,FALSE,GROUP STAGE,FALSE,1966,13-07-1966 (19:30 h),19:30,England,52.509896,-1.885852,2,1
110,42738,Spain,FALSE,GROUP STAGE,FALSE,1966,13-07-1966 (19:30 h),19:30,England,52.509896,-1.885852,1,2
111,29886,Portugal,FALSE,GROUP STAGE,FALSE,1966,13-07-1966 (19:30 h),19:30,England,53.463059,-2.29134,3,1
111,29886,Hungary,FALSE,GROUP STAGE,FALSE,1966,13-07-1966 (19:30 h),19:30,England,53.463059,-2.29134,1,2
112,27199,Italy,FALSE,GROUP STAGE,FALSE,1966,13-07-1966 (19:30 h),19:30,England,54.924924,-1.369543,2,1
112,27199,Chile,FALSE,GROUP STAGE,FALSE,1966,13-07-1966 (19:30 h),19:30,England,54.924924,-1.369543,0,2
113,45662,Uruguay,FALSE,GROUP STAGE,FALSE,1966,15-07-1966 (19:30 h),19:30,England,51.5134357,-0.2323103,2,1
113,45662,France,FALSE,GROUP STAGE,FALSE,1966,15-07-1966 (19:30 h),19:30,England,51.5134357,-0.2323103,1,2
114,32028,Spain,FALSE,GROUP STAGE,FALSE,1966,15-07-1966 (19:30 h),19:30,England,53.408005,-1.508366,2,1
114,32028,Switzerland,FALSE,GROUP STAGE,FALSE,1966,15-07-1966 (19:30 h),19:30,England,53.408005,-1.508366,1,2
115,51387,Hungary,FALSE,GROUP STAGE,FALSE,1966,15-07-1966 (19:30 h),19:30,England,53.438895,-2.967092,3,1
115,51387,Brazil,FALSE,GROUP STAGE,FALSE,1966,15-07-1966 (19:30 h),19:30,England,53.438895,-2.967092,1,2
116,13792,North Korea,FALSE,GROUP STAGE,FALSE,1966,15-07-1966 (19:30 h),19:30,England,54.562676,-1.2453317,1,1
116,13792,Chile,FALSE,GROUP STAGE,FALSE,1966,15-07-1966 (19:30 h),19:30,England,54.562676,-1.2453317,1,2
117,46587,FRG,FALSE,GROUP STAGE,FALSE,1966,16-07-1966 (15:00 h),15:00,England,52.509896,-1.885852,0,1
117,46587,Argentina,FALSE,GROUP STAGE,FALSE,1966,16-07-1966 (15:00 h),15:00,England,52.509896,-1.885852,0,2
118,25438,Portugal,FALSE,GROUP STAGE,FALSE,1966,16-07-1966 (15:00 h),15:00,England,53.463059,-2.29134,3,1
118,25438,Bulgaria,FALSE,GROUP STAGE,FALSE,1966,16-07-1966 (15:00 h),15:00,England,53.463059,-2.29134,0,2
119,27793,Soviet Union,FALSE,GROUP STAGE,FALSE,1966,16-07-1966 (15:00 h),15:00,England,54.924924,-1.369543,1,1
119,27793,Italy,FALSE,GROUP STAGE,FALSE,1966,16-07-1966 (15:00 h),15:00,England,54.924924,-1.369543,0,2
120,92570,England,FALSE,GROUP STAGE,FALSE,1966,16-07-1966 (19:30 h),19:30,England,51.550501,-0.3048409,2,1
120,92570,Mexico,FALSE,GROUP STAGE,FALSE,1966,16-07-1966 (19:30 h),19:30,England,51.550501,-0.3048409,0,2
121,61112,Mexico,FALSE,GROUP STAGE,FALSE,1966,19-07-1966 (16:30 h),16:30,England,51.550501,-0.3048409,0,1
121,61112,Uruguay,FALSE,GROUP STAGE,FALSE,1966,19-07-1966 (16:30 h),16:30,England,51.550501,-0.3048409,0,2
122,32127,Argentina,FALSE,GROUP STAGE,FALSE,1966,19-07-1966 (19:30 h),19:30,England,53.408005,-1.508366,2,1
122,32127,Switzerland,FALSE,GROUP STAGE,FALSE,1966,19-07-1966 (19:30 h),19:30,England,53.408005,-1.508366,0,2
123,58479,Portugal,FALSE,GROUP STAGE,FALSE,1966,19-07-1966 (19:30 h),19:30,England,53.438895,-2.967092,3,1
123,58479,Brazil,FALSE,GROUP STAGE,FALSE,1966,19-07-1966 (19:30 h),19:30,England,53.438895,-2.967092,1,2
124,17829,North Korea,FALSE,GROUP STAGE,FALSE,1966,19-07-1966 (19:30 h),19:30,England,54.562676,-1.2453317,1,1
124,17829,Italy,FALSE,GROUP STAGE,FALSE,1966,19-07-1966 (19:30 h),19:30,England,54.562676,-1.2453317,0,2
125,98270,England,FALSE,GROUP STAGE,FALSE,1966,20-07-1966 (19:30 h),19:30,England,51.550501,-0.3048409,2,1
125,98270,France,FALSE,GROUP STAGE,FALSE,1966,20-07-1966 (19:30 h),19:30,England,51.550501,-0.3048409,0,2
126,45187,FRG,FALSE,GROUP STAGE,FALSE,1966,20-07-1966 (19:30 h),19:30,England,52.509896,-1.885852,2,1
126,45187,Spain,FALSE,GROUP STAGE,FALSE,1966,20-07-1966 (19:30 h),19:30,England,52.509896,-1.885852,1,2
127,24129,Hungary,FALSE,GROUP STAGE,FALSE,1966,20-07-1966 (19:30 h),19:30,England,53.463059,-2.29134,3,1
127,24129,Bulgaria,FALSE,GROUP STAGE,FALSE,1966,20-07-1966 (19:30 h),19:30,England,53.463059,-2.29134,1,2
128,16027,Soviet Union,FALSE,GROUP STAGE,FALSE,1966,20-07-1966 (19:30 h),19:30,England,54.924924,-1.369543,2,1
128,16027,Chile,FALSE,GROUP STAGE,FALSE,1966,20-07-1966 (19:30 h),19:30,England,54.924924,-1.369543,1,2
129,40007,FRG,FALSE,1/4 FINAL,FALSE,1966,23-07-1966 (15:00 h),15:00,England,53.408005,-1.508366,4,1
129,40007,Uruguay,FALSE,1/4 FINAL,FALSE,1966,23-07-1966 (15:00 h),15:00,England,53.408005,-1.508366,0,2
130,40248,Portugal,FALSE,1/4 FINAL,FALSE,1966,23-07-1966 (15:00 h),15:00,England,53.438895,-2.967092,5,1
130,40248,North Korea,FALSE,1/4 FINAL,FALSE,1966,23-07-1966 (15:00 h),15:00,England,53.438895,-2.967092,3,2
131,22103,Soviet Union,FALSE,1/4 FINAL,FALSE,1966,23-07-1966 (15:00 h),15:00,England,54.924924,-1.369543,2,1
131,22103,Hungary,FALSE,1/4 FINAL,FALSE,1966,23-07-1966 (15:00 h),15:00,England,54.924924,-1.369543,1,2
132,90584,England,FALSE,1/4 FINAL,FALSE,1966,23-07-1966 (19:30 h),19:30,England,51.550501,-0.3048409,1,1
132,90584,Argentina,FALSE,1/4 FINAL,FALSE,1966,23-07-1966 (19:30 h),19:30,England,51.550501,-0.3048409,0,2
133,38273,FRG,FALSE,1/2 FINAL,FALSE,1966,25-07-1966 (19:30 h),19:30,England,53.438895,-2.967092,2,1
133,38273,Soviet Union,FALSE,1/2 FINAL,FALSE,1966,25-07-1966 (19:30 h),19:30,England,53.438895,-2.967092,1,2
134,94493,England,FALSE,1/2 FINAL,FALSE,1966,26-07-1966 (19:30 h),19:30,England,51.550501,-0.3048409,2,1
134,94493,Portugal,FALSE,1/2 FINAL,FALSE,1966,26-07-1966 (19:30 h),19:30,England,51.550501,-0.3048409,1,2
135,87696,Portugal,FALSE,PLACES 3-4,FALSE,1966,28-07-1966 (19:30 h),19:30,England,51.550501,-0.3048409,2,1
135,87696,Soviet Union,FALSE,PLACES 3-4,FALSE,1966,28-07-1966 (19:30 h),19:30,England,51.550501,-0.3048409,1,2
136,93802,England,FALSE,FINAL ROUND,FALSE,1966,30-07-1966 (15:00 h),15:00,England,51.550501,-0.3048409,4,1
136,93802,FRG,FALSE,FINAL ROUND,FALSE,1966,30-07-1966 (15:00 h),15:00,England,51.550501,-0.3048409,2,2
137,62103,Brazil,FALSE,GROUP STAGE,FALSE,2014,12-06-2014 (17:00 h),17:00,Brazil,FALSE,FALSE,3,1
137,62103,Croatia,FALSE,GROUP STAGE,FALSE,2014,12-06-2014 (17:00 h),17:00,Brazil,FALSE,FALSE,1,2
138,39216,Mexico,FALSE,GROUP STAGE,FALSE,2014,13-06-2014 (13:00 h),13:00,Brazil,-5.826827,-35.21243,1,1
138,39216,Cameroon,FALSE,GROUP STAGE,FALSE,2014,13-06-2014 (13:00 h),13:00,Brazil,-5.826827,-35.21243,0,2
139,48173,Spain,FALSE,GROUP STAGE,FALSE,2014,13-06-2014 (16:00 h),16:00,Brazil,-12.97883,-38.504371,1,1
139,48173,Netherlands,FALSE,GROUP STAGE,FALSE,2014,13-06-2014 (16:00 h),16:00,Brazil,-12.97883,-38.504371,5,2
140,40275,Chile,FALSE,GROUP STAGE,FALSE,2014,13-06-2014 (18:00 h),18:00,Brazil,-15.604017,-56.121632,3,1
140,40275,Australia,FALSE,GROUP STAGE,FALSE,2014,13-06-2014 (18:00 h),18:00,Brazil,-15.604017,-56.121632,1,2
141,57174,Colombia,FALSE,GROUP STAGE,FALSE,2014,14-06-2014 (13:00 h),13:00,Brazil,-19.9245192,-43.9352685,3,1
141,57174,Greece,FALSE,GROUP STAGE,FALSE,2014,14-06-2014 (13:00 h),13:00,Brazil,-19.9245192,-43.9352685,0,2
142,58679,Uruguay,FALSE,GROUP STAGE,FALSE,2014,14-06-2014 (16:00 h),16:00,Brazil,-3.7318616,-38.5266704,1,1
142,58679,Costa Rica,FALSE,GROUP STAGE,FALSE,2014,14-06-2014 (16:00 h),16:00,Brazil,-3.7318616,-38.5266704,3,2
143,39800,England,FALSE,GROUP STAGE,FALSE,2014,14-06-2014 (18:00 h),18:00,Brazil,-3.1190275,-60.0217314,1,1
143,39800,Italy,FALSE,GROUP STAGE,FALSE,2014,14-06-2014 (18:00 h),18:00,Brazil,-3.1190275,-60.0217314,2,2
144,40267,Ivory Coast,FALSE,GROUP STAGE,FALSE,2014,14-06-2014 (22:00 h),22:00,Brazil,-8.04065,-35.008205,2,1
144,40267,Japan,FALSE,GROUP STAGE,FALSE,2014,14-06-2014 (22:00 h),22:00,Brazil,-8.04065,-35.008205,1,2
145,68351,Switzerland,FALSE,GROUP STAGE,FALSE,2014,15-06-2014 (13:00 h),13:00,Brazil,-15.783519,-47.899211,2,1
145,68351,Ecuador,FALSE,GROUP STAGE,FALSE,2014,15-06-2014 (13:00 h),13:00,Brazil,-15.783519,-47.899211,1,2
146,43012,France,FALSE,GROUP STAGE,FALSE,2014,15-06-2014 (16:00 h),16:00,Brazil,-30.065066,-51.2365144,3,1
146,43012,Honduras,FALSE,GROUP STAGE,FALSE,2014,15-06-2014 (16:00 h),16:00,Brazil,-30.065066,-51.2365144,0,2
147,74738,Argentina,FALSE,GROUP STAGE,FALSE,2014,15-06-2014 (19:00 h),19:00,Brazil,-22.9082998,-43.1970773,2,1
147,74738,Bosnia-Herzegovina,FALSE,GROUP STAGE,FALSE,2014,15-06-2014 (19:00 h),19:00,Brazil,-22.9082998,-43.1970773,1,2
148,51081,Germany,FALSE,GROUP STAGE,FALSE,2014,16-06-2014 (13:00 h),13:00,Brazil,-12.97883,-38.504371,4,1
148,51081,Portugal,FALSE,GROUP STAGE,FALSE,2014,16-06-2014 (13:00 h),13:00,Brazil,-12.97883,-38.504371,0,2
149,39081,Iran,FALSE,GROUP STAGE,FALSE,2014,16-06-2014 (16:00 h),16:00,Brazil,-25.448212,-49.276987,0,1
149,39081,Nigeria,FALSE,GROUP STAGE,FALSE,2014,16-06-2014 (16:00 h),16:00,Brazil,-25.448212,-49.276987,0,2
150,39760,Ghana,FALSE,GROUP STAGE,FALSE,2014,16-06-2014 (19:00 h),19:00,Brazil,-5.826827,-35.21243,1,1
150,39760,USA,FALSE,GROUP STAGE,FALSE,2014,16-06-2014 (19:00 h),19:00,Brazil,-5.826827,-35.21243,2,2
151,56800,Belgium,FALSE,GROUP STAGE,FALSE,2014,17-06-2014 (13:00 h),13:00,Brazil,-19.9245192,-43.9352685,2,1
151,56800,Algeria,FALSE,GROUP STAGE,FALSE,2014,17-06-2014 (13:00 h),13:00,Brazil,-19.9245192,-43.9352685,1,2
152,60342,Brazil,FALSE,GROUP STAGE,FALSE,2014,17-06-2014 (16:00 h),16:00,Brazil,-3.7318616,-38.5266704,0,1
152,60342,Mexico,FALSE,GROUP STAGE,FALSE,2014,17-06-2014 (16:00 h),16:00,Brazil,-3.7318616,-38.5266704,0,2
153,37603,Russia,FALSE,GROUP STAGE,FALSE,2014,17-06-2014 (18:00 h),18:00,Brazil,-15.604017,-56.121632,1,1
153,37603,South Korea,FALSE,GROUP STAGE,FALSE,2014,17-06-2014 (18:00 h),18:00,Brazil,-15.604017,-56.121632,1,2
154,42877,Australia,FALSE,GROUP STAGE,FALSE,2014,18-06-2014 (13:00 h),13:00,Brazil,-30.065066,-51.2365144,2,1
154,42877,Netherlands,FALSE,GROUP STAGE,FALSE,2014,18-06-2014 (13:00 h),13:00,Brazil,-30.065066,-51.2365144,3,2
155,74101,Spain,FALSE,GROUP STAGE,FALSE,2014,18-06-2014 (16:00 h),16:00,Brazil,-22.9082998,-43.1970773,0,1
155,74101,Chile,FALSE,GROUP STAGE,FALSE,2014,18-06-2014 (16:00 h),16:00,Brazil,-22.9082998,-43.1970773,2,2
156,39982,Cameroon,FALSE,GROUP STAGE,FALSE,2014,18-06-2014 (18:00 h),18:00,Brazil,-3.1190275,-60.0217314,0,1
156,39982,Croatia,FALSE,GROUP STAGE,FALSE,2014,18-06-2014 (18:00 h),18:00,Brazil,-3.1190275,-60.0217314,4,2
157,68748,Colombia,FALSE,GROUP STAGE,FALSE,2014,19-06-2014 (13:00 h),13:00,Brazil,-15.783519,-47.899211,2,1
157,68748,Ivory Coast,FALSE,GROUP STAGE,FALSE,2014,19-06-2014 (13:00 h),13:00,Brazil,-15.783519,-47.899211,1,2
158,62575,Uruguay,FALSE,GROUP STAGE,FALSE,2014,19-06-2014 (16:00 h),16:00,Brazil,FALSE,FALSE,2,1
158,62575,England,FALSE,GROUP STAGE,FALSE,2014,19-06-2014 (16:00 h),16:00,Brazil,FALSE,FALSE,1,2
159,39485,Japan,FALSE,GROUP STAGE,FALSE,2014,19-06-2014 (19:00 h),19:00,Brazil,-5.826827,-35.21243,0,1
159,39485,Greece,FALSE,GROUP STAGE,FALSE,2014,19-06-2014 (19:00 h),19:00,Brazil,-5.826827,-35.21243,0,2
160,40285,Italy,FALSE,GROUP STAGE,FALSE,2014,20-06-2014 (13:00 h),13:00,Brazil,-8.04065,-35.008205,0,1
160,40285,Costa Rica,FALSE,GROUP STAGE,FALSE,2014,20-06-2014 (13:00 h),13:00,Brazil,-8.04065,-35.008205,1,2
161,51003,Switzerland,FALSE,GROUP STAGE,FALSE,2014,20-06-2014 (16:00 h),16:00,Brazil,-12.97883,-38.504371,2,1
161,51003,France,FALSE,GROUP STAGE,FALSE,2014,20-06-2014 (16:00 h),16:00,Brazil,-12.97883,-38.504371,5,2
162,39224,Honduras,FALSE,GROUP STAGE,FALSE,2014,20-06-2014 (19:00 h),19:00,Brazil,-25.448212,-49.276987,1,1
162,39224,Ecuador,FALSE,GROUP STAGE,FALSE,2014,20-06-2014 (19:00 h),19:00,Brazil,-25.448212,-49.276987,2,2
163,57698,Argentina,FALSE,GROUP STAGE,FALSE,2014,21-06-2014 (13:00 h),13:00,Brazil,-19.9245192,-43.9352685,1,1
163,57698,Iran,FALSE,GROUP STAGE,FALSE,2014,21-06-2014 (13:00 h),13:00,Brazil,-19.9245192,-43.9352685,0,2
164,59621,Germany,FALSE,GROUP STAGE,FALSE,2014,21-06-2014 (16:00 h),16:00,Brazil,-3.7318616,-38.5266704,2,1
164,59621,Ghana,FALSE,GROUP STAGE,FALSE,2014,21-06-2014 (16:00 h),16:00,Brazil,-3.7318616,-38.5266704,2,2
165,40499,Nigeria,FALSE,GROUP STAGE,FALSE,2014,21-06-2014 (18:00 h),18:00,Brazil,-15.604017,-56.121632,1,1
165,40499,Bosnia-Herzegovina,FALSE,GROUP STAGE,FALSE,2014,21-06-2014 (18:00 h),18:00,Brazil,-15.604017,-56.121632,0,2
166,73819,Belgium,FALSE,GROUP STAGE,FALSE,2014,22-06-2014 (13:00 h),13:00,Brazil,-22.9082998,-43.1970773,1,1
166,73819,Russia,FALSE,GROUP STAGE,FALSE,2014,22-06-2014 (13:00 h),13:00,Brazil,-22.9082998,-43.1970773,0,2
167,42732,South Korea,FALSE,GROUP STAGE,FALSE,2014,22-06-2014 (16:00 h),16:00,Brazil,-30.065066,-51.2365144,2,1
167,42732,Algeria,FALSE,GROUP STAGE,FALSE,2014,22-06-2014 (16:00 h),16:00,Brazil,-30.065066,-51.2365144,4,2
168,40123,USA,FALSE,GROUP STAGE,FALSE,2014,22-06-2014 (18:00 h),18:00,Brazil,-3.1190275,-60.0217314,2,1
168,40123,Portugal,FALSE,GROUP STAGE,FALSE,2014,22-06-2014 (18:00 h),18:00,Brazil,-3.1190275,-60.0217314,2,2
169,39375,Australia,FALSE,GROUP STAGE,FALSE,2014,23-06-2014 (13:00 h),13:00,Brazil,-25.448212,-49.276987,0,1
169,39375,Spain,FALSE,GROUP STAGE,FALSE,2014,23-06-2014 (13:00 h),13:00,Brazil,-25.448212,-49.276987,3,2
170,62996,Netherlands,FALSE,GROUP STAGE,FALSE,2014,23-06-2014 (13:00 h),13:00,Brazil,FALSE,FALSE,2,1
170,62996,Chile,FALSE,GROUP STAGE,FALSE,2014,23-06-2014 (13:00 h),13:00,Brazil,FALSE,FALSE,0,2
171,69112,Cameroon,FALSE,GROUP STAGE,FALSE,2014,23-06-2014 (17:00 h),17:00,Brazil,-15.783519,-47.899211,1,1
171,69112,Brazil,FALSE,GROUP STAGE,FALSE,2014,23-06-2014 (17:00 h),17:00,Brazil,-15.783519,-47.899211,4,2
172,41212,Croatia,FALSE,GROUP STAGE,FALSE,2014,23-06-2014 (17:00 h),17:00,Brazil,-8.04065,-35.008205,1,1
172,41212,Mexico,FALSE,GROUP STAGE,FALSE,2014,23-06-2014 (17:00 h),17:00,Brazil,-8.04065,-35.008205,3,2
173,39706,Italy,FALSE,GROUP STAGE,FALSE,2014,24-06-2014 (13:00 h),13:00,Brazil,-5.826827,-35.21243,0,1
173,39706,Uruguay,FALSE,GROUP STAGE,FALSE,2014,24-06-2014 (13:00 h),13:00,Brazil,-5.826827,-35.21243,1,2
174,57823,Costa Rica,FALSE,GROUP STAGE,FALSE,2014,24-06-2014 (13:00 h),13:00,Brazil,-19.9245192,-43.9352685,0,1
174,57823,England,FALSE,GROUP STAGE,FALSE,2014,24-06-2014 (13:00 h),13:00,Brazil,-19.9245192,-43.9352685,0,2
175,40340,Japan,FALSE,GROUP STAGE,FALSE,2014,24-06-2014 (16:00 h),16:00,Brazil,-15.604017,-56.121632,1,1
175,40340,Colombia,FALSE,GROUP STAGE,FALSE,2014,24-06-2014 (16:00 h),16:00,Brazil,-15.604017,-56.121632,4,2
176,59095,Greece,FALSE,GROUP STAGE,FALSE,2014,24-06-2014 (17:00 h),17:00,Brazil,-3.7318616,-38.5266704,2,1
176,59095,Ivory Coast,FALSE,GROUP STAGE,FALSE,2014,24-06-2014 (17:00 h),17:00,Brazil,-3.7318616,-38.5266704,1,2
177,43285,Nigeria,FALSE,GROUP STAGE,FALSE,2014,25-06-2014 (13:00 h),13:00,Brazil,-30.065066,-51.2365144,2,1
177,43285,Argentina,FALSE,GROUP STAGE,FALSE,2014,25-06-2014 (13:00 h),13:00,Brazil,-30.065066,-51.2365144,3,2
178,48011,Bosnia-Herzegovina,FALSE,GROUP STAGE,FALSE,2014,25-06-2014 (13:00 h),13:00,Brazil,-12.97883,-38.504371,3,1
178,48011,Iran,FALSE,GROUP STAGE,FALSE,2014,25-06-2014 (13:00 h),13:00,Brazil,-12.97883,-38.504371,1,2
179,40322,Honduras,FALSE,GROUP STAGE,FALSE,2014,25-06-2014 (16:00 h),16:00,Brazil,-3.1190275,-60.0217314,0,1
179,40322,Switzerland,FALSE,GROUP STAGE,FALSE,2014,25-06-2014 (16:00 h),16:00,Brazil,-3.1190275,-60.0217314,3,2
180,73749,Ecuador,FALSE,GROUP STAGE,FALSE,2014,25-06-2014 (17:00 h),17:00,Brazil,-22.9082998,-43.1970773,0,1
180,73749,France,FALSE,GROUP STAGE,FALSE,2014,25-06-2014 (17:00 h),17:00,Brazil,-22.9082998,-43.1970773,0,2
181,41876,USA,FALSE,GROUP STAGE,FALSE,2014,26-06-2014 (13:00 h),13:00,Brazil,-8.04065,-35.008205,0,1
181,41876,Germany,FALSE,GROUP STAGE,FALSE,2014,26-06-2014 (13:00 h),13:00,Brazil,-8.04065,-35.008205,1,2
182,67540,Portugal,FALSE,GROUP STAGE,FALSE,2014,26-06-2014 (13:00 h),13:00,Brazil,-15.783519,-47.899211,2,1
182,67540,Ghana,FALSE,GROUP STAGE,FALSE,2014,26-06-2014 (13:00 h),13:00,Brazil,-15.783519,-47.899211,1,2
183,61397,South Korea,FALSE,GROUP STAGE,FALSE,2014,26-06-2014 (17:00 h),17:00,Brazil,FALSE,FALSE,0,1
183,61397,Belgium,FALSE,GROUP STAGE,FALSE,2014,26-06-2014 (17:00 h),17:00,Brazil,FALSE,FALSE,1,2
184,39311,Algeria,FALSE,GROUP STAGE,FALSE,2014,26-06-2014 (17:00 h),17:00,Brazil,-25.448212,-49.276987,1,1
184,39311,Russia,FALSE,GROUP STAGE,FALSE,2014,26-06-2014 (17:00 h),17:00,Brazil,-25.448212,-49.276987,1,2
185,57714,Brazil,FALSE,1/8 FINAL,FALSE,2014,28-06-2014 (13:00 h),13:00,Brazil,-19.9245192,-43.9352685,1,1
185,57714,Chile,FALSE,1/8 FINAL,FALSE,2014,28-06-2014 (13:00 h),13:00,Brazil,-19.9245192,-43.9352685,1,2
186,73804,Colombia,FALSE,1/8 FINAL,FALSE,2014,28-06-2014 (17:00 h),17:00,Brazil,-22.9082998,-43.1970773,2,1
186,73804,Uruguay,FALSE,1/8 FINAL,FALSE,2014,28-06-2014 (17:00 h),17:00,Brazil,-22.9082998,-43.1970773,0,2
187,58817,Netherlands,FALSE,1/8 FINAL,FALSE,2014,29-06-2014 (13:00 h),13:00,Brazil,-3.7318616,-38.5266704,2,1
187,58817,Mexico,FALSE,1/8 FINAL,FALSE,2014,29-06-2014 (13:00 h),13:00,Brazil,-3.7318616,-38.5266704,1,2
188,41242,Costa Rica,FALSE,1/8 FINAL,FALSE,2014,29-06-2014 (17:00 h),17:00,Brazil,-8.04065,-35.008205,1,1
188,41242,Greece,FALSE,1/8 FINAL,FALSE,2014,29-06-2014 (17:00 h),17:00,Brazil,-8.04065,-35.008205,1,2
189,67882,France,FALSE,1/8 FINAL,FALSE,2014,30-06-2014 (13:00 h),13:00,Brazil,-15.783519,-47.899211,2,1
189,67882,Nigeria,FALSE,1/8 FINAL,FALSE,2014,30-06-2014 (13:00 h),13:00,Brazil,-15.783519,-47.899211,0,2
190,43063,Germany,FALSE,1/8 FINAL,FALSE,2014,30-06-2014 (17:00 h),17:00,Brazil,-30.065066,-51.2365144,2,1
190,43063,Algeria,FALSE,1/8 FINAL,FALSE,2014,30-06-2014 (17:00 h),17:00,Brazil,-30.065066,-51.2365144,1,2
191,63255,Argentina,FALSE,1/8 FINAL,FALSE,2014,1-07-2014 (13:00 h),13:00,Brazil,FALSE,FALSE,1,1
191,63255,Switzerland,FALSE,1/8 FINAL,FALSE,2014,1-07-2014 (13:00 h),13:00,Brazil,FALSE,FALSE,0,2
192,51227,Belgium,FALSE,1/8 FINAL,FALSE,2014,1-07-2014 (17:00 h),17:00,Brazil,-12.97883,-38.504371,2,1
192,51227,USA,FALSE,1/8 FINAL,FALSE,2014,1-07-2014 (17:00 h),17:00,Brazil,-12.97883,-38.504371,1,2
193,74240,France,FALSE,1/4 FINAL,FALSE,2014,4-07-2014 (13:00 h),13:00,Brazil,-22.9082998,-43.1970773,0,1
193,74240,Germany,FALSE,1/4 FINAL,FALSE,2014,4-07-2014 (13:00 h),13:00,Brazil,-22.9082998,-43.1970773,1,2
194,60342,Brazil,FALSE,1/4 FINAL,FALSE,2014,4-07-2014 (17:00 h),17:00,Brazil,-3.7318616,-38.5266704,2,1
194,60342,Colombia,FALSE,1/4 FINAL,FALSE,2014,4-07-2014 (17:00 h),17:00,Brazil,-3.7318616,-38.5266704,1,2
195,68551,Argentina,FALSE,1/4 FINAL,FALSE,2014,5-07-2014 (13:00 h),13:00,Brazil,-15.783519,-47.899211,1,1
195,68551,Belgium,FALSE,1/4 FINAL,FALSE,2014,5-07-2014 (13:00 h),13:00,Brazil,-15.783519,-47.899211,0,2
196,51179,Netherlands,FALSE,1/4 FINAL,FALSE,2014,5-07-2014 (17:00 h),17:00,Brazil,-12.97883,-38.504371,0,1
196,51179,Costa Rica,FALSE,1/4 FINAL,FALSE,2014,5-07-2014 (17:00 h),17:00,Brazil,-12.97883,-38.504371,0,2
197,58141,Brazil,FALSE,1/2 FINAL,FALSE,2014,8-07-2014 (17:00 h),17:00,Brazil,-19.9245192,-43.9352685,1,1
197,58141,Germany,FALSE,1/2 FINAL,FALSE,2014,8-07-2014 (17:00 h),17:00,Brazil,-19.9245192,-43.9352685,7,2
